step,dense_loss,dense_ppl,mofe_loss,mofe_ppl,upcycling_loss,upcycling_ppl
1,3.63929083943367,38.0648330729887,3.633848637342453,37.858239231455535,3.6267684996128082,37.5911443335782
5,3.7034478187561035,40.58700001894482,3.706339180469513,40.70452153359268,3.7025699615478516,40.55138606268808
10,3.718401402235031,41.19848163821659,3.6875771284103394,39.94794087818026,3.6911604404449463,40.09134359037665
15,3.7398639023303986,42.09226111650446,3.6879056692123413,39.9610675629224,3.7325931191444397,41.787327309260064
20,3.716375946998596,41.115120408567755,3.6340443789958954,37.86565039111178,3.7055048048496246,40.67057283815727
25,3.7511164247989655,42.56858009958111,3.6517608165740967,38.54247255858766,3.7492263317108154,42.48819750978147
30,3.637416511774063,37.993553924608946,3.5211263597011566,33.8225033215651,3.6339365243911743,37.8615666265867
35,3.68494188785553,39.84280703162677,3.5450509190559387,34.641449207243284,3.674973487854004,39.44761100251456
40,3.701178401708603,40.49499562685001,3.548595428466797,34.764454017035696,3.6850456297397614,39.846940613910405
45,3.637435168027878,37.99426274860626,3.4606024026870728,31.836148920989412,3.6173580288887024,37.23905324014413
50,3.6524986624717712,38.57092145801244,3.493185669183731,32.89055943020081,3.646883934736252,38.35496307661785
55,3.697568714618683,40.34908486845263,3.5143101811408997,33.59274701910657,3.6827846467494965,39.75694913191
60,3.6608017683029175,38.89251315825976,3.4737333059310913,32.25694296898452,3.647047370672226,38.361232168190995
65,3.6073043048381805,36.86653779643756,3.406756639480591,30.167242175014668,3.6030222177505493,36.70900958643733
70,3.6724085211753845,39.346558847849025,3.4599012434482574,31.813834534928326,3.6492543518543243,38.445988178766285
75,3.623030126094818,37.45087694439531,3.4150786101818085,30.41934060347391,3.6114782094955444,37.020736792336066
80,3.6449168920516968,38.2795913810555,3.422613114118576,30.649400851575475,3.6381770968437195,38.02246224669267
85,3.687649190425873,39.95081971104236,3.4953140020370483,32.96063603511759,3.6809495985507965,39.68406011190599
90,3.6361209750175476,37.94436374970891,3.438035547733307,31.12575301462883,3.6213383078575134,37.387570434431694
95,3.566988915205002,35.40981052447185,3.349842071533203,28.498232606173737,3.550985485315323,34.8476424113399
100,3.60360649228096,36.73046399279656,3.3851005733013153,29.520961587419247,3.592022478580475,36.30743272519313
105,3.5928225815296173,36.33649403366132,3.361980378627777,28.846260869013044,3.581245929002762,35.91826458755304
110,3.683425933122635,39.78245289836076,3.4843530654907227,32.60132936115235,3.6766317784786224,39.51308087503841
115,3.6593215465545654,38.834986201265004,3.453387588262558,31.607283617649205,3.648822993040085,38.429407739209694
120,3.618391066789627,37.27754247052977,3.408464550971985,30.21880917799261,3.5999586284160614,36.59672034807018
125,3.6404255032539368,38.108048374684266,3.4181558191776276,30.513091443511072,3.626732051372528,37.58977422748625
130,3.6322846114635468,37.79907424541303,3.416267156600952,30.455516896163765,3.6125106811523438,37.0589793925912
135,3.608594000339508,36.91411507789141,3.374996066093445,29.224168815859535,3.5979982912540436,36.525048710403645
140,3.690256357192993,40.05511405781284,3.4725881814956665,32.22002589673353,3.6804316341876984,39.66351050542633
145,3.6394380033016205,38.07043525326576,3.437904506921768,31.121674537923326,3.6389156877994537,38.050555666918754
150,3.658861368894577,38.81711931947444,3.425595700740814,30.740951805992534,3.644735276699066,38.27263985083969
155,3.561775177717209,35.22567350605975,3.3695632219314575,29.065828968238097,3.5507729053497314,34.84023528804605
160,3.5940224528312683,36.38011931718387,3.368230164051056,29.02710835002822,3.578227013349533,35.80999388863698
165,3.5747326612472534,35.68507953568103,3.375678837299347,29.244129050204645,3.56769722700119,35.43490059571486
170,3.662830024957657,38.9714772095034,3.451930820941925,31.561272681532024,3.6540766954421997,38.6318356934683
175,3.5996353030204773,36.584889611678385,3.3779735267162323,29.311312296504315,3.58382248878479,36.01092947057075
180,3.5996272563934326,36.58459522790061,3.3927910923957825,29.74886834354729,3.597381591796875,36.50253067683409
185,3.623242884874344,37.458845794957575,3.3941720724105835,29.789979316375025,3.607922285795212,36.88932765587172
190,3.5713458955287933,35.56442695798162,3.3761798441410065,29.258784229803247,3.5708981454372406,35.548506547003875
195,3.5863198935985565,36.10097573336207,3.374216914176941,29.20140761708573,3.579849451780319,35.8681405558669
200,3.6071419417858124,36.86055251873781,3.4013379514217377,30.004217389199216,3.6026471555233,36.695244005177884
205,3.586996167898178,36.125398152638255,3.3928434252738953,29.750425228186078,3.5768889784812927,35.76211090987399
210,3.585712730884552,36.07906321986133,3.379541516304016,29.357308180099036,3.5609135031700134,35.195333513268785
215,3.6561953127384186,38.71376853026919,3.4286812245845795,30.83595023035268,3.6374016106128693,37.9929877807557
220,3.5783172249794006,35.81322451226894,3.370682865381241,29.098390558538952,3.5690281689167023,35.48209378892266
225,3.664020597934723,39.01790322844323,3.4618366062641144,31.875465467187134,3.6448195576667786,38.27586564189771
230,3.603269338607788,36.71808226933314,3.406305432319641,30.153633569700162,3.5834421813488007,35.99723685018392
235,3.640466332435608,38.1096043268784,3.4274567365646362,30.798215086542722,3.6350174248218536,37.90251333593079
240,3.6557625830173492,38.69701955616235,3.4352883994579315,31.04036329872208,3.6349502503871918,37.89996734153901
245,3.579065442085266,35.84003060660381,3.392505556344986,29.740375181774446,3.562850147485733,35.26356040013917
250,3.551803708076477,34.876167213763296,3.3544766902923584,28.630617589611287,3.545436978340149,34.65482544217194
255,3.609180361032486,36.93576641111418,3.3988163769245148,29.928654828172583,3.6124390363693237,37.056324405162805
260,3.5468626022338867,34.70426542239067,3.3521851301193237,28.565083922462158,3.5345337092876434,34.27902699513961
265,3.5638793110847473,35.299871054471524,3.356057047843933,28.675899974079893,3.558447003364563,35.1086311995808
270,3.6057502031326294,36.809287944739076,3.420746386051178,30.592240123123855,3.600641667842865,36.621725889872906
275,3.55014169216156,34.81825061129214,3.3353990614414215,28.0895904599223,3.5342347025871277,34.26877886858651
280,3.5908692479133606,36.26558601442314,3.3991135954856873,29.937551501961238,3.5782095789909363,35.80936956980449
285,3.586192548274994,36.09637873563567,3.3878651559352875,29.60268764232594,3.575549751520157,35.71424938263361
290,3.5218445360660553,33.84680256858039,3.313748449087143,27.487969853522806,3.506219446659088,33.32205355356901
295,3.6199716925621033,37.33651090613068,3.4154159128665924,30.429602859374754,3.6032129526138306,36.71601194213744
300,3.55902698636055,35.1289995147562,3.356821656227112,28.697834192070136,3.5474726855754852,34.7254443764139
305,3.456853061914444,31.717007839622834,3.2538168728351593,25.88896646779657,3.4416109323501587,31.237238736549216
310,3.5841804444789886,36.02382209518466,3.3889339864254,29.634344812527942,3.571347713470459,35.56449161209397
315,3.5428740978240967,34.56612298071654,3.313832074403763,27.49026863982207,3.532084196805954,34.19516284572807
320,3.5355799198150635,34.31490884076107,3.341809779405594,28.27024334072898,3.5339196622371674,34.257984520915855
325,3.628220707178116,37.64577413507274,3.4205924570560455,30.587531452752597,3.625503748655319,37.54363095042113
330,3.614449918270111,37.130915268792755,3.419809639453888,30.56359636435138,3.6019370555877686,36.669195964226134
335,3.5185045897960663,33.73394464121028,3.3094757199287415,27.37077175938088,3.521423786878586,33.83256454942875
340,3.567419022321701,35.42504381171719,3.363861918449402,28.90058735023478,3.5489270389080048,34.775984184626964
345,3.5622556507587433,35.242602559200456,3.348240464925766,28.452626180057035,3.552819013595581,34.911595160872345
350,3.5179376900196075,33.714826295139176,3.323244124650955,27.750229894675975,3.509484499692917,33.43102963514813
355,3.513828217983246,33.5765604536564,3.300046980381012,27.113912712686002,3.4997682869434357,33.107779565030675
360,3.5010228157043457,33.14934029081695,3.289515405893326,26.82985891362988,3.4944222271442413,32.93125566973371
365,3.6246947050094604,37.51326879816754,3.4129746854305267,30.35540787826526,3.6099847555160522,36.965489290719084
370,3.525853216648102,33.98275590348958,3.318830817937851,27.628029471110665,3.5058299601078033,33.30907758899459
375,3.62907874584198,37.67808952675685,3.411561042070389,30.31252647412113,3.616696834564209,37.214439127744676
380,3.5775777995586395,35.7867530916919,3.388651669025421,29.625979702214057,3.571224093437195,35.56009540019339
385,3.6092484891414642,36.93828286075294,3.4066632986068726,30.164426469684624,3.582688808441162,35.97012772011541
390,3.458225667476654,31.760572672826502,3.2576746344566345,25.9890328210226,3.441426783800125,31.23148697393445
395,3.475681483745575,32.319846483360024,3.2807892560958862,26.596756070017364,3.4580507278442383,31.755016975887763
400,3.602781057357788,36.70015789464922,3.397285908460617,29.882884999364997,3.593439906835556,36.35893239612929
405,3.5515124201774597,34.86600968774385,3.349192798137665,28.479735467422525,3.539000481367111,34.432486074045435
410,3.500408858060837,33.12899424641198,3.2933058738708496,26.93174961941811,3.4914790987968445,32.83447724317996
415,3.4963303804397583,32.994153544074,3.2833360135555267,26.66457788313763,3.480736404657364,32.48363436985891
420,3.622812122106552,37.44271339373301,3.42673796415329,30.776086133013163,3.603575050830841,36.72930915190011
425,3.5501783788204193,34.81952800000581,3.3432617485523224,28.31132067612539,3.542683094739914,34.55952137510258
430,3.5781723260879517,35.808035591681396,3.3617310523986816,28.839069636085817,3.575576573610306,35.715207326297126
435,3.5263500213623047,33.99964289124428,3.3077302277088165,27.32303796182705,3.5104631781578064,33.463763879448344
440,3.573637902736664,35.64603436757294,3.389694571495056,29.656892826495802,3.5601123571395874,35.167148203317225
445,3.535325765609741,34.30618867055484,3.3346689343452454,28.069088974062943,3.5217272341251373,33.84283250579781
450,3.4478982985019684,31.434257409296652,3.2507844269275665,25.8105784910986,3.4338797628879547,30.996669489407957
455,3.49564790725708,32.971643601184894,3.2837584912776947,26.67584545324535,3.4895861744880676,32.77238285157321
460,3.52591010928154,33.98468932696267,3.3230260014533997,27.744177585896914,3.503844231367111,33.243000423675824
465,3.637295186519623,37.98894462662973,3.418680101633072,30.5290931163479,3.621486485004425,37.39311082841838
470,3.501712739467621,33.17221869969195,3.2908474504947662,26.865621295609223,3.4760533273220062,32.33186664533761
475,3.446720689535141,31.397261933283374,3.2662332355976105,26.212417152105836,3.4339185059070587,30.997870417229777
480,3.4401212334632874,31.190739300452847,3.2347571849823,25.400203479143375,3.4349087178707123,31.028580081393844
485,3.4886195957660675,32.740721067907906,3.2899803519248962,26.84233625047872,3.4680061638355255,32.0727308809497
490,3.5502436459064484,34.82180064329888,3.3252120912075043,27.804895191140133,3.534338504076004,34.27233620348018
495,3.4848918318748474,32.618898593920946,3.2671908736228943,26.23753118266133,3.474430799484253,32.279449827031826
500,3.4808559715747833,32.48751857009339,3.2964304387569427,27.016031221698075,3.4711277186870575,32.1730040923751
505,3.477424055337906,32.37621522873371,3.28824645280838,26.79583467354059,3.468369573354721,32.084388534781326
510,3.5086826384067535,33.40423333162212,3.316277503967285,27.55757642013857,3.499243199825287,33.09039965985206
515,3.5341950953006744,34.26742160212446,3.3451068997383118,28.36360756682247,3.5197329819202423,33.77540861492039
520,3.577208995819092,35.77355723681529,3.3689328134059906,29.047511396240175,3.564974009990692,35.338534943492235
525,3.528760105371475,34.08168370981524,3.341617316007614,28.264802877195756,3.517046332359314,33.68478771600319
530,3.5328953862190247,34.22291285354134,3.335914760828018,28.104079980289498,3.5142315328121185,33.59010510958659
535,3.500862956047058,33.1440414721837,3.2881110310554504,26.792206180331885,3.4946095049381256,32.93742354017993
540,3.4146828353405,30.407303775867742,3.221329838037491,25.061425668105116,3.411734491586685,30.31778462317431
545,3.4888314306735992,32.747657430183736,3.277957648038864,26.521551007119402,3.482919991016388,32.55464268894467
550,3.6032219529151917,36.7163423987968,3.397535890340805,29.89035611292518,3.5972630381584167,36.49820342552018
555,3.470221906900406,32.143874600966285,3.2403122782707214,25.541696618948617,3.4540297091007233,31.627585830637326
560,3.503833293914795,33.24263683193223,3.2927956581115723,26.91801212117943,3.4813924729824066,32.504952845875
565,3.6618496775627136,38.93329034459912,3.450181245803833,31.506102140098843,3.648584306240082,38.420236241451676
570,3.5196672677993774,33.77318916656176,3.34459725022316,28.349155750971363,3.5078177452087402,33.37535472768301
575,3.4871499836444855,32.692640246090036,3.2843726575374603,26.692233889570634,3.4811635613441467,32.49751293544103
580,3.6069341897964478,36.85289546103499,3.4020054042339325,30.024250473298785,3.5859395563602448,36.087247798739135
585,3.5718160271644592,35.58115085110648,3.379565954208374,29.358025619954876,3.566994160413742,35.40999625680661
590,3.5689902305603027,35.48074768213739,3.369528442621231,29.06481809633424,3.5594335794448853,35.14328562713896
595,3.492853105068207,32.879623029022895,3.291157305240631,26.87394702568515,3.4821681678295135,32.53017655198767
600,3.469794273376465,32.13013174126075,3.263637900352478,26.14447534602949,3.4473639726638794,31.41746575986731
605,3.5933950543403625,36.35730164386068,3.40165251493454,30.013657105837417,3.5959355533123016,36.449784758196294
610,3.5021483302116394,33.18667135860981,3.29251429438591,26.910439434391236,3.4962562918663025,32.99170914485769
615,3.5066945254802704,33.33788791647803,3.3079372346401215,27.328694605531485,3.4995675683021545,33.10113488337859
620,3.503710091114044,33.23854149825367,3.2920592427253723,26.898196580017686,3.489119201898575,32.75708261976163
625,3.413270115852356,30.364377114046853,3.218842029571533,24.999155131859677,3.4069274961948395,30.172396891237035
630,3.504170209169388,33.25383867031295,3.299552410840988,27.100506312819217,3.497204005718231,33.02299066523683
635,3.5263234972953796,33.998741094400515,3.312648266553879,27.457744698857397,3.5239623486995697,33.91855971193655
640,3.509244292974472,33.42300024162098,3.3314331769943237,27.978410998162456,3.4986152350902557,33.069626578861374
645,3.5077367424964905,33.372651342919994,3.302336484193802,27.17606123671506,3.4996512830257416,33.103906051727954
650,3.5508670806884766,34.84351653351004,3.360036849975586,28.790251779770674,3.5448548793792725,34.634658774360325
655,3.514943450689316,33.61402702011857,3.2908834517002106,26.866588507771173,3.5021002292633057,33.18507508663682
660,3.4710826575756073,32.17155437371522,3.3080680072307587,27.3322686834144,3.4624535739421844,31.89513766703554
665,3.480679541826248,32.481787310958715,3.2791434824466705,26.553019829570626,3.4681801795959473,32.07831252723588
670,3.53617525100708,34.335343658483836,3.3359878957271576,28.106135444506428,3.52049121260643,33.801027877598905
675,3.602066695690155,36.67395007070013,3.388063967227936,29.608573575997628,3.593224138021469,36.35108811871036
680,3.543560892343521,34.58987095859451,3.3519987761974335,28.559761203014308,3.528165578842163,34.06142726677917
685,3.5602559447288513,35.172198131893886,3.367396503686905,29.00291968427774,3.5505952537059784,34.8340464127266
690,3.5181352496147156,33.721487640555864,3.335189610719681,28.08370769102367,3.515069007873535,33.61824776766853
695,3.530724436044693,34.14869720330356,3.3419608175754547,28.274513549018792,3.522344261407852,33.86372090047021
700,3.6112636625766754,37.01279495930138,3.4433064460754395,31.290246828842097,3.5987698435783386,36.55324057098039
705,3.455680698156357,31.67984575711246,3.2517996728420258,25.836795881758988,3.440310448408127,31.196641612854332
710,3.51245254278183,33.53040176904987,3.3326168954372406,28.0115491685268,3.508663296699524,33.40358724296904
715,3.439748466014862,31.17911457494356,3.237723559141159,25.475661849922044,3.432657092809677,30.95879394846072
720,3.496741771697998,33.00772984280889,3.287242829799652,26.76895524798534,3.4935573041439056,32.90278498352558
725,3.470881164073944,32.16507266760327,3.2736973762512207,26.40880233213033,3.450637996196747,31.520495851546958
730,3.507997006177902,33.38133816239975,3.2967362701892853,27.02429483679503,3.4923402965068817,32.86276639932189
735,3.507000148296356,33.348078292791854,3.3136086761951447,27.484128048977535,3.5040187537670135,33.24880257817796
740,3.525190621614456,33.9602465563127,3.328416109085083,27.894125443744567,3.510696679353714,33.47157862067397
745,3.54317769408226,34.5766187194656,3.339378982782364,28.201607582259495,3.5309703946113586,34.157097400929125
750,3.5556128919124603,35.00927029228016,3.367403745651245,29.0031297231484,3.553550273180008,34.93713393604037
755,3.48690128326416,32.684510584993795,3.2619859874248505,26.10132260132076,3.4754549860954285,32.31252694303908
760,3.4088018238544464,30.229002881801932,3.21324959397316,24.859739167528527,3.396264284849167,29.852371527766866
765,3.4723027050495148,32.21082915103521,3.277022123336792,26.49675104331311,3.4689099192619324,32.10172988755403
770,3.52382493019104,33.91389899429124,3.3406482338905334,28.23742522992142,3.5156762897968292,33.63866972214493
775,3.5327790081501007,34.21893028877658,3.330999344587326,27.966275689310613,3.514739215373993,33.60716254971834
780,3.4608306288719177,31.843415592988677,3.2852237820625305,26.7149619753065,3.449856996536255,31.49588796561446
785,3.4987391233444214,33.07372377095589,3.297668904066086,27.049510366257252,3.500989615917206,33.1482397580443
790,3.5535175800323486,34.93599174983274,3.34966704249382,28.493245024395122,3.5387512743473053,34.42390632591755
795,3.5152567923069,33.62456134405343,3.3267432153224945,27.847500545401278,3.5007174611091614,33.13921953272046
800,3.6120022535324097,37.04014237293775,3.4185328781604767,30.524598848083137,3.6095610857009888,36.949831445819896
805,3.479437679052353,32.44147442518468,3.2795588970184326,26.56405263236698,3.464939594268799,31.97452827003423
810,3.4999014139175415,33.112187396937685,3.309569150209427,27.373329137735364,3.497277855873108,33.02542950826531
815,3.548023760318756,34.74458596549733,3.342400401830673,28.286945312202395,3.529815047979355,34.117656901599155
820,3.5279644429683685,34.0545769807854,3.3171955347061157,27.58288673842744,3.51694855093956,33.68149413066456
825,3.484655797481537,32.61120032054525,3.29154035449028,26.88424304274336,3.474624514579773,32.28570344942938
830,3.5269903242588043,34.02141993227469,3.312974452972412,27.46670250313934,3.5152328312397003,33.62375567333191
835,3.4072395265102386,30.18181306274444,3.1752471327781677,23.932733700562714,3.3968571722507477,29.870075870575278
840,3.611382693052292,37.017200872103025,3.396430879831314,29.857345197351282,3.600960910320282,36.63341896673738
845,3.5698987543582916,35.512997433392016,3.3822977542877197,29.438335522027064,3.5553162693977356,34.998887294478976
850,3.431797295808792,30.9321871101518,3.2029398381710052,24.604757982794894,3.4185836017131805,30.526147203450282
855,3.4906921982765198,32.80864993904496,3.28530153632164,26.717039258139778,3.4766041338443756,32.349680153814205
860,3.512853264808655,33.543840832091476,3.2983147501945496,27.066985830427136,3.4863114655017853,32.66523836420402
865,3.4998330175876617,33.109922722294044,3.3146989345550537,27.51410918997276,3.4880809783935547,32.72309109508317
870,3.4783756136894226,32.40703774911274,3.2773232758045197,26.50473180692958,3.475673109292984,32.31957582347122
875,3.5237512588500977,33.911400603906756,3.3195074796676636,27.646730627788855,3.509819269180298,33.4422231973287
880,3.5907314121723175,36.260587664983994,3.382558524608612,29.446013167235172,3.5815723538398743,35.92999111503118
885,3.536107689142227,34.33302397699779,3.3632561564445496,28.883085773930247,3.5318683087825775,34.187781316432826
890,3.4604308009147644,31.830686250126504,3.2659568786621094,26.205174169699912,3.4486879110336304,31.459088094890642
895,3.5178613662719727,33.7122531514427,3.321896642446518,27.71286213557314,3.513910859823227,33.57933539705416
900,3.5546366572380066,34.97510970578106,3.3513267040252686,28.540573430772202,3.538865387439728,34.42783476846076
905,3.5262999832630157,33.99794165630113,3.3198470771312714,27.65612098176705,3.504567474126816,33.26705187951535
910,3.4630768597126007,31.915023649169935,3.26456081867218,26.16861569935899,3.4586963951587677,31.775526772961697
915,3.503749042749405,33.23983621901761,3.3047919869422913,27.24287412582069,3.492903560400009,32.88128202316456
920,3.484753757715225,32.61439507782654,3.298661321401596,27.076368094094807,3.475433439016342,32.31183070996648
925,3.526274174451828,33.99706422116698,3.2903289794921875,26.85169586028034,3.518433153629303,33.73153490358754
930,3.547363042831421,34.72163719212249,3.3427020013332367,28.29547792748918,3.538509577512741,34.4155871821211
935,3.5530079305171967,34.91819117498855,3.348548412322998,28.46138944147612,3.5308711230754852,34.15370674170992
940,3.5070134699344635,33.34852254678153,3.297125518321991,27.034816040644575,3.493605524301529,32.90437159925685
945,3.4548307359218597,31.652930524710136,3.2821096777915955,26.631898199877153,3.4378831684589386,31.121010456313268
950,3.5435900390148163,34.59087915288617,3.328548640012741,27.897822523049104,3.537481963634491,34.3802394121447
955,3.4927746951580048,32.87704504180491,3.2904150784015656,26.854007861537827,3.4796570241451263,32.448591083875726
960,3.5401036739349365,34.47049269723158,3.348310738801956,28.454625726643616,3.5281660854816437,34.06144452364736
965,3.5611020028591156,35.201968448015805,3.3737150132656097,29.186755081358665,3.547251433134079,34.71776213695516
970,3.467792332172394,32.065873448758445,3.2601288557052612,26.052893990268416,3.45588681101799,31.686376053743505
975,3.6043717563152313,36.75858325380961,3.4232990741729736,30.670432328802825,3.579926609992981,35.87090818425495
980,3.5287021100521088,34.079707188998974,3.316653311252594,27.56793470436014,3.5349932610988617,34.29478360429387
985,3.486811190843582,32.681566090960075,3.2546686828136444,25.911028342695126,3.4744449853897095,32.27990774350323
990,3.450744867324829,31.523864662507435,3.23866268992424,25.49959806604412,3.438228189945221,31.131749726128398
995,3.506055563688278,33.31659308389038,3.280552089214325,26.590448948270353,3.4908365607261658,32.8133866180108
1000,3.471629410982132,32.18914909020952,3.246797055006027,25.70786702563646,3.4628488421440125,31.9077472926761
